id,_price,type,_bedrooms,_bathrooms,lat,lng,_time_to_work_seconds_transit,_time_to_work_seconds_walking,cluster,_d_code
35,193943.8921978513,HOUSE,1,1,53.374326435714856,-6.192087279893317,3484,4296,0,D14
36,165858.03877035476,HOUSE,1,2,53.36655606617823,-6.182341759824294,2868,5367,0,D14
37,601571.2137749877,HOUSE,3,1,53.37565728664482,-6.188906088919985,3621,5049,0,D14
38,586406.1409819238,HOUSE,3,3,53.36964367886195,-6.186011333029287,3211,5205,0,D14
39,597987.8786109521,HOUSE,3,3,53.37713204907195,-6.189771639355682,2992,4254,0,D14
40,388829.0355200516,HOUSE,2,1,53.376094356088124,-6.1933471178528325,2434,5062,0,D14
41,470143.67088806396,HOUSE,1,3,53.277925147614894,-6.100066780721032,3496,9677,1,Unknown
42,927180.709667564,HOUSE,2,3,53.27102143392027,-6.100476618632984,3663,10323,1,Unknown
43,1586158.9853915109,HOUSE,3,2,53.261762997445004,-6.100482373870926,4049,10010,1,Unknown
44,2882295.1418065503,HOUSE,5,3,53.26680311963782,-6.098158446895769,4050,10089,1,Unknown
45,1508556.7244243587,APARTMENTS,3,2,53.26618559986055,-6.098597044068857,3596,9594,1,Unknown
46,1033299.6489794623,HOUSE,2,3,53.284708337273,-6.108746128535379,3569,10008,1,Unknown
47,1664928.8853642065,HOUSE,3,4,53.26521102725135,-6.096458433711253,3721,10467,1,Unknown
48,2056486.6522089387,HOUSE,4,1,53.28465804111849,-6.1077053140200075,3569,9335,1,Unknown
49,2296846.3759831544,HOUSE,5,3,53.27577929158236,-6.0964094228645225,3770,9548,1,Unknown
50,982575.4440457156,APARTMENTS,2,3,53.27119746739363,-6.111708831282056,3729,9235,1,Unknown
51,2387453.7431009025,APARTMENTS,5,1,53.2660260651558,-6.1075608103701935,3746,9835,1,Unknown
52,1973969.5160243164,HOUSE,4,3,53.26298477348557,-6.100116253433742,3186,10322,1,Unknown
53,1354144.4316717214,HOUSE,3,4,53.287321541665406,-6.104647145345526,3964,9429,1,Unknown
54,2234321.859003887,HOUSE,4,2,53.28106399249041,-6.108768854659862,3523,10057,1,Unknown
55,970206.2935825035,HOUSE,2,1,53.28423721817014,-6.109236967335377,3387,9806,1,Unknown
56,1620602.524096917,HOUSE,3,2,53.277870205411475,-6.103291951591115,3703,10366,1,Unknown
57,1915252.910274716,HOUSE,4,3,53.287016070967915,-6.104571726013616,3698,9471,1,Unknown
58,1556344.4997170384,HOUSE,3,3,53.2723517618536,-6.088526716104672,3717,10151,1,Unknown
59,2855124.6549598463,HOUSE,6,1,53.28243135559184,-6.0930647966438904,3654,9892,1,Unknown
60,1491178.3687987975,APARTMENTS,3,5,53.284600756115225,-6.10687823067889,3703,9576,1,Unknown
61,894969.950796171,HOUSE,2,3,53.27182844147534,-6.096903076678427,3578,9994,1,Unknown
62,1069453.9739004096,HOUSE,2,2,53.276671046555656,-6.098124986221569,3514,10437,1,Unknown
63,1385878.410938581,HOUSE,3,2,53.28049455109376,-6.098220325685702,3727,9952,1,Unknown
64,2939587.8738350477,HOUSE,5,1,53.27498361903964,-6.111084596358009,3673,10024,1,Unknown
65,2024061.529474253,HOUSE,4,5,53.26404301137626,-6.1033685238498325,3548,10094,1,Unknown
66,569053.0641196681,HOUSE,1,2,53.27076977827137,-6.109409508938254,3666,10337,1,Unknown
67,1094490.1327826916,HOUSE,2,3,53.27433492089869,-6.09160200868952,3596,9630,1,Unknown
68,919149.2800627116,HOUSE,2,3,53.26958932296826,-6.107692125467019,3347,10079,1,Unknown
69,1558856.848173033,APARTMENTS,3,3,53.27807759401841,-6.091260747606905,3900,10031,1,Unknown
70,1384650.2996830202,HOUSE,3,3,53.28147684775741,-6.111648183964411,3814,9437,1,Unknown
71,1914785.4355978542,HOUSE,4,2,53.273897507462316,-6.112473107605166,3503,9967,1,Unknown
72,2314301.475413598,HOUSE,5,3,53.28084390847112,-6.108352086187262,3663,9746,1,Unknown
73,1386296.0653589692,HOUSE,3,2,53.276934328679076,-6.111509178817773,3781,9171,1,Unknown
74,1798019.326414553,HOUSE,4,2,53.27771437598502,-6.109995604268003,3457,9508,1,Unknown
75,991668.3896775908,APARTMENTS,2,2,53.2693449666977,-6.110398638922913,4095,9924,1,Unknown
76,551633.2517692609,HOUSE,2,1,53.33523133558745,-6.2591324617132855,846,173,2,D02
77,700510.9837089566,HOUSE,2,1,53.32382249173902,-6.24934688329625,221,428,2,D02
78,299388.56570849894,HOUSE,1,1,53.33129675786971,-6.249650610842573,699,1325,2,D02
79,689604.4008531087,APARTMENTS,2,1,53.320177732877895,-6.249163752352681,605,1135,2,D02
80,1013695.0050158357,APARTMENTS,3,2,53.32462113715082,-6.258374649024806,440,1940,2,D02
81,1009269.9078048675,APARTMENTS,3,1,53.31692052137278,-6.251610517661884,1106,939,2,D02
82,708994.7277488575,APARTMENTS,2,2,53.320278462267495,-6.248453552407008,1000,905,2,D02
83,919708.5433380397,HOUSE,3,2,53.32598430609309,-6.259504471058539,859,212,2,D02
84,1036106.9450647429,APARTMENTS,3,2,53.324960862251224,-6.2629484810639715,934,898,2,D02
85,996031.0132392761,HOUSE,3,1,53.339829300371605,-6.2539618801152335,1081,1846,2,D02
86,1362719.336595005,APARTMENTS,4,1,53.329358097975934,-6.254161215715883,712,1603,2,D02
87,687701.762482197,HOUSE,2,2,53.32359585803277,-6.243659543091327,829,1238,2,D02
88,1430224.906668994,HOUSE,4,2,53.330227541249876,-6.244025715107812,1282,951,2,D02
89,356446.4902911544,HOUSE,1,2,53.33214226012591,-6.247762614914858,707,561,2,D02
90,1180213.2224169255,HOUSE,4,3,53.339084267166584,-6.2561879795048965,679,1188,2,D02
91,859149.2486865472,HOUSE,3,2,53.327011227868304,-6.257918200181023,1440,1971,2,D02
92,1077799.7287683683,HOUSE,3,2,53.32778156123901,-6.249370835751591,841,1483,2,D02
93,706267.8651731095,APARTMENTS,2,2,53.33107666985227,-6.26087515015084,1630,1946,2,D02
94,712710.1478407166,HOUSE,2,1,53.33939399442838,-6.254677912995206,496,1001,2,D02
95,1112629.4486626706,HOUSE,4,1,53.33514762176821,-6.24867785755509,984,1125,2,D02
96,330476.8020498912,HOUSE,1,2,53.33869931852318,-6.247384391866337,453,1012,2,D02
97,320124.0135612834,APARTMENTS,1,1,53.33416307534153,-6.2595332446046,661,2378,2,D02
98,1085358.4186796127,APARTMENTS,3,1,53.319876257262656,-6.256546444525577,756,874,2,D02
99,282680.38790493197,APARTMENTS,1,2,53.33051720102563,-6.246099754645282,283,1514,2,D02
100,330008.44719192607,HOUSE,1,1,53.33466599700877,-6.2596140702953456,744,984,2,D02
101,1441876.0816303352,HOUSE,4,3,53.3203776535178,-6.245972957146284,862,916,2,D02
102,629211.5782590713,APARTMENTS,2,1,53.320879226797985,-6.242112061116616,869,1364,2,D02
103,572260.3229792289,HOUSE,2,3,53.330900981502836,-6.255258460305938,460,124,2,D02
104,641002.1578833603,APARTMENTS,2,3,53.33950654794878,-6.252203294078739,1196,11,2,D02
105,557153.8128610096,HOUSE,2,3,53.329954790997384,-6.25654288335178,470,1187,2,D02
106,622431.1153627284,APARTMENTS,2,3,53.32139617173182,-6.248506594208087,753,901,2,D02
107,619802.0470001062,HOUSE,2,2,53.332385921410584,-6.253462728019793,487,1151,2,D02
108,1543432.3350323606,APARTMENTS,5,2,53.323043766732276,-6.255802437888606,529,663,2,D02
109,306840.09108236985,HOUSE,1,1,53.33803741446515,-6.252858283918797,573,1324,2,D02
110,587166.0682844156,HOUSE,2,2,53.33568765164162,-6.248379930141809,717,1060,2,D02
111,867052.9518495952,HOUSE,3,2,53.32599446596395,-6.2480604593195945,660,1274,2,D02
112,918336.2675573031,APARTMENTS,3,1,53.3232314073505,-6.255725017153818,363,246,2,D02
113,342453.9770954595,HOUSE,1,2,53.33065693615011,-6.243120414731514,789,1646,2,D02
114,692149.2523585107,HOUSE,2,4,53.330118382874474,-6.243106497907699,280,772,2,D02
115,900180.0891810972,HOUSE,3,1,53.32237659892494,-6.247853002010551,420,1341,2,D02
116,681876.2019836042,HOUSE,2,2,53.33647377980108,-6.259951749157405,789,1548,2,D02
117,1065634.1219435516,HOUSE,3,1,53.33161725352891,-6.25526188264591,1318,900,2,D02
118,583018.6930254626,APARTMENTS,2,1,53.335232068086874,-6.257746402804406,691,954,2,D02
119,852246.4019017012,HOUSE,3,1,53.334759379672526,-6.246053269520517,205,1597,2,D02
120,341703.8064284824,HOUSE,1,3,53.3263900619975,-6.255786967714088,495,863,2,D02
121,1042113.0488928737,HOUSE,3,2,53.32521975079188,-6.243291864190555,1146,1016,2,D02
122,941887.0808371673,APARTMENTS,3,2,53.336300656637555,-6.258488816072794,928,839,2,D02
123,687020.1158199656,APARTMENTS,2,1,53.334344572109856,-6.255815085648137,686,1721,2,D02
124,332066.00193607534,HOUSE,1,2,53.33777864111234,-6.25031081972782,1088,715,2,D02
125,902255.301369483,HOUSE,3,1,53.32459764879217,-6.262621186985959,821,403,2,D02
126,351612.7155926646,APARTMENTS,1,1,53.3290330601957,-6.261625762663398,1317,502,2,D02
127,698276.3620088447,HOUSE,2,1,53.324183936071165,-6.263497172493268,860,980,2,D02
128,561403.5908359975,APARTMENTS,2,1,53.32381267137022,-6.263981262471709,958,971,2,D02
129,1424489.474273705,APARTMENTS,5,1,53.33003794268942,-6.260765069319121,763,105,2,D02
130,345416.55735766323,APARTMENTS,1,1,53.32941234412338,-6.259984320205059,1038,654,2,D02
131,275309.1687510503,HOUSE,1,1,53.325693761209266,-6.2418252865937305,800,577,2,D02
132,295694.0457415279,APARTMENTS,1,1,53.31842512118062,-6.248749235339939,822,880,2,D02
133,662784.1296787208,APARTMENTS,2,1,53.320360143328024,-6.258124859320855,771,1050,2,D02
134,298528.106230968,HOUSE,1,1,53.320697103451,-6.259505750005708,701,378,2,D02
135,1279567.9511605403,HOUSE,4,3,53.319507930635424,-6.258334811787953,941,1076,2,D02
136,916972.0831611704,APARTMENTS,3,1,53.32532100502373,-6.258003993100239,808,666,2,D02
137,1103718.0749500399,HOUSE,4,1,53.32146543566818,-6.260886067491948,615,1617,2,D02
138,177451.70138020325,HOUSE,1,3,53.486851431997884,-6.160508426831541,4568,16684,3,Unknown
139,175795.0193523217,HOUSE,1,4,53.510215427813876,-6.137857278408634,5071,17412,3,Unknown
140,543721.1698261144,HOUSE,3,4,53.470208652041975,-6.147320997947568,5443,16387,3,Unknown
141,556797.5368606178,APARTMENTS,4,3,53.47498697083461,-6.13857536934972,4247,16609,3,Unknown
142,438864.67110208544,HOUSE,3,5,53.48382469996731,-6.140802062970351,5819,16700,3,Unknown
143,333762.2152273749,HOUSE,2,3,53.50172468100531,-6.126011914231954,4402,16150,3,Unknown
144,453783.22553470184,HOUSE,3,2,53.49442789697045,-6.157709001229543,3871,15886,3,Unknown
145,707846.8667253724,HOUSE,4,1,53.493498182380854,-6.153863157512123,4299,16076,3,Unknown
146,893102.861454267,HOUSE,5,1,53.505436133479215,-6.15855431484228,3183,16962,3,Unknown
147,462457.95667877956,HOUSE,3,3,53.47702966740067,-6.132795499724321,3819,16697,3,Unknown
148,140855.76770090888,APARTMENTS,1,1,53.494735410394135,-6.1399951636080035,3209,17336,3,Unknown
149,668884.173672344,HOUSE,4,2,53.49791826160082,-6.164019764439735,4148,16255,3,Unknown
150,532625.0145598473,HOUSE,3,5,53.49194220009349,-6.1372977142379534,6812,16610,3,Unknown
151,443312.8529899694,HOUSE,3,1,53.473250414258885,-6.161617104628881,5644,18047,3,Unknown
152,298366.2192921214,HOUSE,2,4,53.47493398107522,-6.156366613524943,5344,17147,3,Unknown
153,599274.6237161356,HOUSE,4,4,53.49642877959224,-6.150645901688142,4500,16061,3,Unknown
154,557617.2839381573,HOUSE,4,1,53.49589215586337,-6.149277822030703,3436,17221,3,Unknown
155,327546.3669746931,HOUSE,2,3,53.484421223353884,-6.144472353151432,4825,16754,3,Unknown
156,770728.6610193704,HOUSE,5,1,53.48862438454186,-6.149484614356702,5087,17462,3,Unknown
157,446124.3240145498,HOUSE,3,2,53.475905337411554,-6.166370112902542,5564,16501,3,Unknown
158,509120.42589602363,APARTMENTS,3,2,53.487180244036416,-6.146429229878186,3558,15569,3,Unknown
159,755845.6514369578,HOUSE,5,1,53.4821724410999,-6.134995255892402,6591,16906,3,Unknown
160,875878.126678864,HOUSE,4,1,53.32458037728313,-6.265322087309493,1239,1344,4,D14
161,202925.01822074092,APARTMENTS,1,1,53.33700210614636,-6.261583915873003,1683,837,4,D14
162,620665.7889956145,HOUSE,3,1,53.331699411225514,-6.273394504973437,2038,1282,4,D14
163,419062.22380475333,HOUSE,2,1,53.33105553474829,-6.280780168343564,1431,1124,4,D14
164,408873.0953486552,APARTMENTS,2,1,53.340876306154954,-6.2680578119460595,1515,1287,4,D14
165,760598.9174785712,HOUSE,3,1,53.33659640335497,-6.265317196431586,1535,1739,4,D14
166,476546.32942423224,APARTMENTS,2,1,53.33871385410979,-6.2639908247715175,1854,1441,4,D14
167,424286.8958630876,APARTMENTS,2,1,53.32969259988943,-6.272174152408571,1054,1418,4,D14
168,247498.76946983603,APARTMENTS,1,2,53.33749971670608,-6.268464534283615,1334,1865,4,D14
169,482527.2161996887,APARTMENTS,2,1,53.332153086962094,-6.2761147838476115,1273,2449,4,D14
170,222157.03419848927,HOUSE,1,1,53.326643782204414,-6.279330053645439,1948,561,4,D14
171,427764.280595867,HOUSE,2,1,53.32285044086235,-6.26639604470187,1506,563,4,D14
172,434036.88576316345,APARTMENTS,2,1,53.33122393187383,-6.281029643972299,1596,1589,4,D14
173,252027.19532089494,APARTMENTS,1,2,53.33129790082012,-6.265672635185511,977,676,4,D14
174,690035.7506086682,HOUSE,3,2,53.323586940872175,-6.266064866626875,1344,1517,4,D14
175,238317.43511970126,APARTMENTS,1,1,53.337874442802594,-6.277571870093589,1775,1274,4,D14
176,433399.1003753913,HOUSE,2,1,53.32945233720425,-6.275632396040869,1392,1188,4,D14
177,442239.0106248378,HOUSE,2,2,53.33170533578282,-6.273017175638085,1764,1298,4,D14
178,195582.34031650383,HOUSE,1,3,53.34083043319791,-6.276978971853041,2430,1750,4,D14
179,243364.13864204282,HOUSE,1,1,53.32960372551184,-6.278492968031581,1547,1461,4,D14
180,208411.4802995098,APARTMENTS,1,1,53.32811903510442,-6.271236626175198,2067,1347,4,D14
181,605602.3933493508,APARTMENTS,3,2,53.32512571394565,-6.269972162500725,1472,1171,4,D14
182,223699.20621493788,HOUSE,1,1,53.33515440468642,-6.26466501460303,1198,1925,4,D14
183,228656.39341716166,APARTMENTS,1,1,53.32787661567496,-6.279642192385096,1109,1306,4,D14
184,487991.14428862365,APARTMENTS,2,1,53.33946012923589,-6.263400979571605,621,1025,4,D14
185,444503.828218521,HOUSE,2,2,53.329216450051845,-6.279744405279252,1681,1197,4,D14
186,593370.6101706789,APARTMENTS,3,1,53.33483721250943,-6.279851010796243,1449,1849,4,D14
187,474674.9950260082,APARTMENTS,2,1,53.32861718763356,-6.279134665853605,1119,1490,4,D14
188,235408.2365555221,APARTMENTS,1,1,53.33109466988316,-6.268942231437475,1802,1216,4,D14
189,467789.119373798,APARTMENTS,2,2,53.330006309156076,-6.263069914576167,1617,1920,4,D14
190,930535.516653763,APARTMENTS,4,2,53.33070083258892,-6.2797241274123055,1440,1494,4,D14
191,675413.0611540573,HOUSE,3,1,53.33914960020571,-6.273374486161446,1211,1291,4,D14
192,490046.8005223154,APARTMENTS,2,2,53.33717210369346,-6.266023940660118,1623,1108,4,D14
193,652514.5846181842,HOUSE,3,2,53.338940452562774,-6.277954272765109,696,1644,4,D14
194,221949.79235243387,APARTMENTS,1,1,53.3293480681343,-6.281262914509062,963,1466,4,D14
195,236557.6382921256,APARTMENTS,1,1,53.333418721455644,-6.281529232746432,1579,1198,4,D14
196,742315.0400398963,APARTMENTS,3,1,53.33074626437154,-6.275669851526079,1640,975,4,D14
197,649068.98148841,HOUSE,3,2,53.33905094946224,-6.278860913445213,1578,2153,4,D14
198,486174.1077428366,APARTMENTS,2,2,53.33966256202505,-6.271120243908244,1903,1485,4,D14
199,480325.4476215725,HOUSE,2,1,53.336203544556724,-6.266526267400122,912,1198,4,D14
200,473280.7226965567,HOUSE,2,1,53.33566786428701,-6.263443846832389,1251,1526,4,D14
201,919415.4859430855,APARTMENTS,4,2,53.326797915388454,-6.275752536314389,1663,1100,4,D14
202,434650.0420668893,APARTMENTS,2,1,53.32812994814594,-6.271062466486942,994,1974,4,D14
203,232563.35552597727,HOUSE,1,2,53.33279175726563,-6.274485482762772,929,1537,4,D14
204,237139.30032343767,HOUSE,1,1,53.339944519222556,-6.278128394163907,1268,899,4,D14
205,739014.9541988587,APARTMENTS,3,1,53.335904955203034,-6.275501683150138,1557,946,4,D14
206,488069.5250176692,HOUSE,2,1,53.34090262968149,-6.266676909627662,1267,1311,4,D14
207,448350.08673017623,APARTMENTS,2,1,53.34008260298538,-6.2780298558528465,1722,1554,4,D14
208,607532.2515381402,HOUSE,3,1,53.33079195792919,-6.269035932577429,1159,2008,4,D14
209,205331.92418759732,APARTMENTS,1,1,53.337303707550916,-6.2714095398426055,1501,1458,4,D14
210,248879.2167546427,APARTMENTS,1,1,53.33718303451735,-6.272938626552502,1032,1968,4,D14
211,235828.25497044052,HOUSE,1,1,53.33552917282332,-6.271612251770345,1503,958,4,D14
212,236097.9729660222,HOUSE,1,1,53.33087821462153,-6.282087561036751,1690,1616,4,D14
213,589876.9520707212,HOUSE,3,1,53.32295889874032,-6.268224086549813,1080,1915,4,D14
214,661263.9116654973,HOUSE,3,1,53.32698176758788,-6.271561327057643,1421,1207,4,D14
215,508502.32532503584,APARTMENTS,2,3,53.330476899618176,-6.262769567816569,1214,768,4,D14
216,243136.8847147199,HOUSE,1,1,53.32662865763748,-6.278932458351805,1177,1330,4,D14
217,406926.3323706467,HOUSE,2,1,53.32883925498468,-6.266887738158311,1544,1531,4,D14
218,734113.4099141052,HOUSE,3,2,53.334457751719775,-6.276938155020407,1375,1507,4,D14
219,999323.6341111162,APARTMENTS,4,2,53.33140219662345,-6.272466720346402,814,1886,4,D14
220,453909.59979118255,HOUSE,2,1,53.338966668657164,-6.2718593143209835,1691,2010,4,D14
221,496575.6637377562,APARTMENTS,2,1,53.334303904930536,-6.279074803327684,1214,919,4,D14
222,643666.0849144915,HOUSE,3,1,53.331215063340416,-6.271107681837513,1603,827,4,D14
223,215378.02772866632,APARTMENTS,1,1,53.33353870396462,-6.2687636909428335,1702,2209,4,D14
224,255909.56795369723,APARTMENTS,1,1,53.332690632015705,-6.2731949655983215,1385,1208,4,D14
225,221200.98957804262,HOUSE,1,1,53.32797877316849,-6.264234418927666,1301,1259,4,D14
226,638934.2158109406,APARTMENTS,3,1,53.32971451254809,-6.2795648156000246,1677,1021,4,D14
227,234754.86039137095,HOUSE,1,1,53.33736232043399,-6.265866940114274,1807,1303,4,D14
228,459018.11986114073,APARTMENTS,2,1,53.33556891040658,-6.272761621628624,1190,1350,4,D14
229,238530.49872275654,HOUSE,1,1,53.34055538906,-6.264372219452352,858,1453,4,D14
230,753951.3808917707,APARTMENTS,3,1,53.339958044540325,-6.273542724994678,1751,1396,4,D14
231,611126.0216828831,HOUSE,3,1,53.34090868563658,-6.267152537311644,1677,1101,4,D14
232,1159195.7780065609,APARTMENTS,5,2,53.339208272054506,-6.264821758947277,1517,1874,4,D14
233,257824.0228104395,HOUSE,1,1,53.3403534731122,-6.268799015255512,1446,1543,4,D14
234,213436.98368886916,HOUSE,1,1,53.34013752031074,-6.266076618956237,1499,1236,4,D14
235,247918.07575658118,HOUSE,1,1,53.338632689927636,-6.263416116275978,1222,1509,4,D14
236,463217.66158712876,HOUSE,2,2,53.339853677914,-6.2716239522090245,1450,1617,4,D14
237,708865.7733491923,APARTMENTS,3,1,53.33719842527087,-6.276892648773521,838,1500,4,D14
238,521264.14316717244,HOUSE,2,1,53.337576991357174,-6.268235485067835,1131,1566,4,D14
239,879445.8432232643,APARTMENTS,4,2,53.32942281638069,-6.2793701705428,1304,1681,4,D14
240,657831.5347095069,APARTMENTS,3,2,53.328685335203396,-6.277287504446219,1560,1832,4,D14
241,234517.71856172243,APARTMENTS,1,3,53.32646775435748,-6.274610187232587,834,921,4,D14
242,617362.3172328459,APARTMENTS,3,1,53.32744239195617,-6.276487609304626,1676,1667,4,D14
243,667603.1394904824,APARTMENTS,3,1,53.32639373331019,-6.2751422200709435,2155,1819,4,D14
244,396615.94091835944,HOUSE,2,2,53.327551934251815,-6.276635540866311,1278,1376,4,D14
245,466694.13137721544,APARTMENTS,2,3,53.34007226460014,-6.279741284336306,1304,477,4,D14
246,472531.1509141176,APARTMENTS,2,2,53.33804132172951,-6.277879103719743,1540,1262,4,D14
247,400246.6609842327,HOUSE,2,1,53.332252461480294,-6.28065941050525,1464,794,4,D14
248,767997.5041484258,HOUSE,3,3,53.33281756692191,-6.281412300025555,1440,683,4,D14
249,253117.07606679795,HOUSE,1,2,53.34029619347724,-6.279177540146615,443,1292,4,D14
250,230921.51262948546,APARTMENTS,1,2,53.33872798987294,-6.2787869527674305,1580,1495,4,D14
251,503736.0359063676,APARTMENTS,2,3,53.33146687913681,-6.281924672305526,1797,529,4,D14
252,917681.4736799977,APARTMENTS,4,1,53.33291635188605,-6.28317043656385,1574,2063,4,D14
253,358040.86058767716,HOUSE,2,1,53.362386441718954,-6.293187912375519,2510,4388,5,D8
254,451784.83004629984,HOUSE,3,2,53.365127978103466,-6.277480903723602,2488,3806,5,D8
255,176840.90195481476,HOUSE,1,1,53.36536060942113,-6.301445625442498,2016,2610,5,D8
256,366747.6717187549,HOUSE,2,1,53.355276612250485,-6.293538167289545,2192,4638,5,D8
257,162201.02783125706,HOUSE,1,1,53.359709251399856,-6.303864132071705,2173,2868,5,D8
258,161112.9339444248,HOUSE,1,1,53.36082163439725,-6.278611215880314,2595,5130,5,D8
259,187771.42576051631,HOUSE,1,1,53.360468928545586,-6.29007027874867,2580,3642,5,D8
260,182079.99998108373,APARTMENTS,1,1,53.36055304434368,-6.292552606669682,2049,3593,5,D8
261,378120.49128403445,HOUSE,2,2,53.35908213914058,-6.279820743588731,2014,3762,5,D8
262,694080.8495898175,HOUSE,4,1,53.37135687702874,-6.291140685764981,2565,4739,5,D8
263,497869.1961042946,HOUSE,3,2,53.36228897199035,-6.302580455238863,1990,5274,5,D8
264,517935.94134386204,HOUSE,3,3,53.36390265864505,-6.293762302621235,2581,3633,5,D8
265,348403.31195726385,HOUSE,2,1,53.3578531710054,-6.289812622157345,2552,5043,5,D8
266,429820.559790285,HOUSE,3,1,53.35655518684746,-6.284041704580045,2538,3844,5,D8
267,176780.79783570155,APARTMENTS,1,1,53.36841967839648,-6.276891859646694,1916,4291,5,D8
268,163006.11902913667,HOUSE,1,1,53.372239611441394,-6.298362529734881,2419,4104,5,D8
269,354873.1504495011,HOUSE,2,2,53.374582206472226,-6.29631751337997,2497,3160,5,D8
270,704035.6343140459,HOUSE,4,1,53.35672389910589,-6.302063728365982,2303,3555,5,D8
271,351168.5630664566,HOUSE,2,2,53.358889887681194,-6.305520438078893,2006,4405,5,D8
272,622810.1478356199,HOUSE,4,1,53.35948446598961,-6.296820289617806,2676,4034,5,D8
273,452515.15815778193,HOUSE,3,1,53.3588010636966,-6.286780117894725,1879,2753,5,D8
274,305193.6939726503,HOUSE,2,1,53.36912634380144,-6.2779938984745085,2967,3432,5,D8
275,475996.68785547663,HOUSE,3,1,53.365592386796685,-6.2801717815515365,2527,4222,5,D8
276,670865.0014168903,HOUSE,4,1,53.36545549325395,-6.280272434148648,1995,4609,5,D8
277,460258.7279779749,HOUSE,3,1,53.37104967368969,-6.302056318724992,2675,3976,5,D8
278,164908.51735598745,APARTMENTS,1,1,53.36164212718489,-6.301283089076363,2481,3474,5,D8
279,150903.45959068576,HOUSE,1,1,53.369177872105304,-6.303490764742737,2140,4380,5,D8
280,185307.76680967875,HOUSE,1,1,53.35636625414141,-6.302462172568272,2056,4002,5,D8
281,546326.455506916,HOUSE,3,1,53.362469973860215,-6.304130072983434,2568,2903,5,D8
282,599124.9188143382,APARTMENTS,4,2,53.36754747891458,-6.301583258049334,2577,4567,5,D8
283,440619.4434041551,HOUSE,3,1,53.36293819144609,-6.2973293365733625,2360,5419,5,D8
